Temps Reel;Nombre courreurs arrivés;Nombre courreurs arrivés cumulé;Nombre Espoir Homme arrivés;Nombre Espoir Homme arrivés cumulé;Nombre Veteran Femme 2 arrivés;Nombre Veteran Femme 2 arrivés cumulé;Nombre Veteran Homme 4 arrivés;Nombre Veteran Homme 4 arrivés cumulé;Nombre Veteran Femme 1 arrivés;Nombre Veteran Femme 1 arrivés cumulé;Nombre Veteran Femme 4 arrivés;Nombre Veteran Femme 4 arrivés cumulé;Nombre Espoir Femme arrivés;Nombre Espoir Femme arrivés cumulé;Nombre Veteran Homme 2 arrivés;Nombre Veteran Homme 2 arrivés cumulé;Nombre Senior Femme arrivés;Nombre Senior Femme arrivés cumulé;Nombre Veteran Femme 3 arrivés;Nombre Veteran Femme 3 arrivés cumulé;Nombre Veteran Homme 1 arrivés;Nombre Veteran Homme 1 arrivés cumulé;Nombre Veteran Homme 3 arrivés;Nombre Veteran Homme 3 arrivés cumulé;Nombre Senior Homme arrivés;Nombre Senior Homme arrivés cumulé
02:05:36;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
02:05:55;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
02:06:14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
02:06:33;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
02:06:52;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
02:07:11;2;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
02:07:30;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
02:07:49;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
02:08:08;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
02:08:27;3;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7
02:08:46;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
02:09:05;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
02:09:24;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
02:09:43;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
02:10:02;1;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8
02:10:21;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
02:10:40;1;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9
02:10:59;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
02:11:18;2;12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11
02:11:37;0;12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
02:11:56;0;12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
02:12:15;2;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13
02:12:34;1;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
02:12:53;0;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
02:13:12;0;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
02:13:31;0;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
02:13:50;0;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
02:14:09;1;16;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
02:14:28;0;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
02:14:47;0;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
02:15:06;1;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
02:15:25;2;19;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;17
02:15:44;0;19;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
02:16:03;0;19;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
02:16:22;1;20;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
02:16:41;1;21;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
02:17:00;0;21;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
02:17:19;0;21;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
02:17:38;1;22;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
02:17:57;1;23;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20
02:18:16;0;23;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
02:18:35;0;23;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
02:18:54;0;23;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
02:19:13;0;23;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
02:19:32;1;24;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21
02:19:51;0;24;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
02:20:10;0;24;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
02:20:29;0;24;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
02:20:48;0;24;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
02:21:07;3;27;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;23
02:21:26;0;27;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;23
02:21:45;1;28;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;24
02:22:04;0;28;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;24
02:22:23;0;28;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;24
02:22:42;0;28;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;24
02:23:01;0;28;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;24
02:23:20;2;30;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;25
02:23:39;1;31;0;3;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;25
02:23:58;2;33;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;2;27
02:24:17;0;33;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;27
02:24:36;1;34;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;28
02:24:55;0;34;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;28
02:25:14;1;35;0;3;0;0;0;0;0;0;0;0;0;1;0;0;1;3;0;0;0;0;0;0;0;28
02:25:33;1;36;0;3;0;0;0;0;0;0;0;0;0;1;0;0;1;4;0;0;0;0;0;0;0;28
02:25:52;0;36;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;28
02:26:11;0;36;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;28
02:26:30;0;36;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;28
02:26:49;1;37;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;1;29
02:27:08;0;37;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;29
02:27:27;0;37;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;29
02:27:46;0;37;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;29
